sentence,Label
খোবিস,1
"আপনার বয়স হয়েছে;এসব ""বালছাল"" লেখা তো অনেক লিখলেন। এবারর অবসরে যান । আপনার লেখায় বিনোদিত হতে হতে পুরো তরুণ/যুবক জাতিই এখন হড়হড় করে বমি করছে...বিনোদন দিয়ে হড়হড়বতী বানায়েন না",1
কুত্তার বাচ্চায়দি বাইচা রইছেরে,1
নাস্তিক কুকুর ।,1
"পাকি শুয়োরদের কমেন্ট পড়তে চইলা আইলাম , তাদের জাতীয় পশু আবার ছাগল :D",1
"আবালীয় ইকবাল , এতদিন তোর সুশীলতা কই ছিলোরে চুতিয়া ?   আচ্ছা কও দেখি , কোন কোন ক্ষেত্রে তোমার চেতনার দন্ড খারায় আর কোন ক্ষেত্রে নেতিয়ে থাকে ? এই বিষয়টা লিখে জাতিকে ক্লিয়ার করো , নইলে জাতি বারবার তোমার অপেক্ষায় থাকবে ৷",1
"তুই দালাল ,তুই দালাল।  গর্ত থেকে কেমনে সম্ভব জামায়াতের কাজকর্ম দেখার?? মিথ্যা আর কত বলবেন দালাল সাহেব??",1
আপনাদের চাটাচাটি আর দালালীর কারনেই এই ধর্ষন - আর এর জন্য আপনিও সমানভাবে দায়ী,1
তুই হইলি একটা উচ্চ পর্যায়ের মাদার চুদ।তুদের মতো দালালরা এই বাংলায় যতদিন থাকবে নতুন কোন মীরজাফরের প্রয়োজন হবেনা।,1
তুই একটা জানুয়ার,1
হালার পো একটা পাগল,1
২য় মীর জাফরের মুখে মুতে দে...,1
মাদারচোদের মুখে হিসু করতে মন চায়।,1
শালার ফালতু কথা নিয়ে এখানে আইলি,1
"আপনি সরলতার ভং ধরা একটা ইবলিশ। পিশাচের দোসর। হাতুরি পেটা হওয়া ছাত্র সমাজ আজ অবরুদ্ধ আর আপনি বিশ্বকাপ চুদাইতে আসছেন। চোখ বন্ধ করে আপনার মুখে এক দলা থুথু  দিলাম, ওয়াক থুঃ",1
জিগাতলায় অন্য পক্ষ তোর মরা বাপ ছিলো শুয়ার্।,1
কার কার পেটে জারজ বাচ্চা আছে যে বমি করতে ইচ্ছা করে?,1
জাফর তুই একটা প্রথম শ্রেণির বেয়াদব,1
"হালা বাইনচুত,,, সরি খারাপ কথা ব্যবহার করার জন্য।",1
মাগীর পোলা আগে জানলে ভার্সিটি লাইফে তোর অটোগ্রাফ নিতাম না।,1
"আপনি জাস্ট বালের একটা দালাল, আর কিছুনা।",1
"আপনি চুতিয়া ( দু ভাষী), বাতাস বুজিয় নৌকার পাল তুলেন।হিহিহি",1
নেংটি ইদুরের বাচ্ছা,1
"কুত্তার বাচ্ছা জাফর ইকবাল নামের প্রচ্ছেদে একটা বই লিখব লিখব করে লিখা হচ্ছে না..  না আর কালক্ষেপণ  না, এইবার লিখতে বসেই যাব।।",1
একে স্যার বলে কে?প্রশ্ন যখন আউট হয় তখন জাফর কি করে??আবার অনশন চোদাইছে নাস্তিকের বাচ্চা . . .,1
এখন কি চুদাইতাম,1
দয়া করে কেউ অশ্লীল ভাষা চোদাবেন না।,1
দ্রোণাচার্য ট্রেঞ্চোদবাল।,1
"শুয়োরের বাচ্চারা দেশটাকে ইরাক আফগানিস্থানের মত বানাইতে চাইতেছে, জনগণের ক্ষমতা আগে জনগণকে ফিরিয়ে দে হালার পো হালা।",1
জ তে জাফর তুই চুতিয়া তুই চুতিয়া....,1
হালারপো দালাল কুত্তার বাচ্চা,1
"মাগির পুত খবিশ,,,,মিরর্জাপর",1
"জাফর ইকবাল শতভাগ ভুয়া,হাজার ভাগ মিথ্যাবাদী, লক্ষ ভাগ ভন্ড, কোটি ভাগ স্বৈরাচারের দালাল । যা উল্লেখ করলাম তার প্রতিটি গুণ তার এই লেখায় আছে।",1
কুকুরের জীবনী পড়ে যে টুকু সময় ব্যায় হলো আমার জীবনে মনে হয় এই প্রথম  ডাস্টবিনে মুল্যবান   সময়টা ফেলে দিলাম ।,1
"""মীরজাফর"" এর আদর্শকে কলঙ্কিত করেছে তারই শিষ্য ""অনলি জাফর""",1
"মদ খাইয়া ,মাগি চুইদা তর ঘুম এখন ভাংসে । তর মত জারজের দরকার নাই এদেশের , তুই তর ভাইয়ের মত মদ খা আর মাগি চুদ যাইয়া ব্যেশ্যা মাগির পুলা",1
জাফর ইকবাল হচ্ছে একটা পাচাটা দালালের নাম। দেশবাসি এই দালালের ভুয়াচেতনার কথা এখন আর বিশ্বাস করেনা। সবাই এই পেইজকে আনলাইক করে একটা নিরব প্রতিবাদ করুন।,1
বীচিহিন বলদ আর জ্যাফ্রিকবাল একে অন্যের পরিপূরক।,1
দেশে ছাগলের আবাদ ভালই হচ্ছে দেখছি। কাঁঠাল পাতা চিবানো ছাগল ছানাদের কমেন্ট শুধু। ছাগলেরা পাল ধরে আসছে ল্যাদাইতে।,1
আরে মাদারচোদের বাচ্চা যখন কোটা আন্দোলনকারীদেরকে রাজাকারের বাচ্চা বলল তখন কই ছিলি জানোয়ারের বাচ্চা?,1
"বিকৃত মস্তিষ্ক, বিক্রিত মাল। ভণ্ড মীর জাফর ইকবাল।।",1
বাইঞ্চদ তুই মরিস না ক্যান খানকির পুলা,1
চুতিয়া জাফর।,1
অসংখ্য পাকি বীর্য থেকে জন্ম নেয়া ছাগু ফেসবুকে জাফর স্যারের ফলোয়ার।,1
জাতীয় গর্দভ।।।,1
"এই বেশ্যা দালাল টা, মুক্তিযুদ্ধের মতো বিশাল সময়ে, দামড়া একটা বেডা থাকার পরেও, যুদ্ধে না যাইয়া, রাজাকার নানার আস্তানায় সময় কাটাইছে। এই বেশ্যা দালাল এখন মুক্তিযুদ্ধ বেইচা খায়।",1
"স্যার আপনি একটা বুকাচুদা, লেখালেখি বাদ দেন,বমি আসে আপনার লেখা পডলে।",1
নাস্তিকের বাচ্চা জাফরুল্লাহ তোর স্বাধীনতা পক্ষে কয়টা ভোট  দিছত,1
মাদারচোদ চামচামি বাদ দে।,1
ভুতের বাচছা জাফর ইকবাল???,1
ষার ১৯৭১ রে যদি আমি থাকতাম তাহকে তোরে পুটকি মেরে তার পর মুক্তিযোদ্ধে যেতাম!  কুত্তার বাচ্চা তোরে আর কি কমু দয়া করে কমেন্ট গুলা পড়! পড়লে তোর বউ মেয়ে দুই জনেই প্রেগনেন্ট হয়ে যাবে। কেও আসছ একটু গ্লিসালিন দে হালার পোলারে পুটকি মারি!!!,1
ওরে মাগিরভাই বাইনচোদ আইছোছ আবার চেতনা দেখাইতে! দূরে গিয়া মর,1
বালের মুক্তিযুদ্ধের চেতনা। স্যারের মাথা আছে মগজ নাই।,1
স্যার প্লিজ আপনি আর পোস্ট দিয়েন না।আপনি যে মাদারেচোদ সেটা আর আমাদের দেখাতে হবেনা,1
গর্তযোদ্ধা। চামচা দালাল।,1
. ছাগুকুল আসো তোমারা এখানে স্যার কাঠাল পাতা রেখেছে দলে দলে এসে কাঠাল পাতা খেয়ে যাও . বাংলাদেশে যমুনা পাড়ি আর ব্যাক ব্যাঙ্গল ছাড়া আর এক ধরনের ছাগল আছে এদের না দেখলে বুঝতাম ই না.. . .জারজ শিবির.. আর কুত্তার দল বিএনপি পতিতালয়ের কন্ডম দূর্যটনায় জন্ম নেওয়া বেজন্মা গুলো এখানে এসে বাজে কমেন্ট করে ওদের পতিতা মায়ের মুখ উজ্জল করে,1
"ছাগুরা দেখবেন রাস্তা ঘাটে মা বোনদের কে গালি শোনাতে পছন্দ করে,এখানেও কিছু ছাগু পাবেন।",1
আবালের সরকার। আবাল শিক্ষামন্ত্রী। আবাল প্রধানমন্ত্রী।,1
আপনার বাশ খাওয়া খুব শখ জাগছে তাইনা? চুপচাপ ছিলেন এটাইতো ভালো ছিল। এবার লন ঠেলা।,1
আ........চোদা৷৷৷৷৷৷৷৷  হালায়....... ওরে যে কোন পাগলে teaching দিসে......? আল্লাহ জানে only,1
আমি দুর্বল প্রকৃতির মানুষ'।  খালি জামায়াত-শিবিরের গোয়া মারার সময় তুমি সবল প্রকৃতির মানুষ হয়ে যাও। শালার বুইড়া খাচ্চোর! তোমারে ঘৃণা জানাইতেও ঘৃণা লাগছে।,1
"চুদানি, বাংলা খাইয়া আবোল তাবোল লিখছে। কষ্টের বিষয় হলো, হালায় কমেন্টস গুলো পড়ব না। মুছ,  দাড়ি, ------পেকে গেলেও ওনার যে এখনো অনেক কিছু শিখার বাকি আছে কেডায় হেতারে বুঝাবো.....",1
"বালের কথা চোদাইতে আসছে।কোন কথা নাই,হড় হড় করে বমি করে দে।",1
মদ খা খানকির পোলা,1
সালার পুত মদ খা.....  মদ খা।,1
হালারপুত হালা তোর লেখা কেন যে পড়লাম..খাড়া আমি এখনই বমি করে আইতাছি,1
এই শালার বাপ ছিল রাজাকার। এখন নিজে খুব চেতনাবাজ দেখায়।,1
"টিনের চালে কাওয়া, তুমি আমার শাওয়া",1
জাফর শুয়ার,1
আপনি তো শিক্ষিত মূর্খ দালাল পা চাটা গোলাম!,1
ছাগলের ঘরের ছাগল । আচ্ছা তুই কি পড়াস তোর ছাত্রদের? আর তুই ই বা কি জানিস? দেশের শিক্ষক যদি এমন হয় তবে এই জাতি কি করে মনীষী/কান্ডারী জন্ম দিবে ??,1
"হালায় মরে নায়,তাইলে হালারে কিছু গাঁজা দে খাইয়া আবার ঘুমাক।",1
ষ্যড় মীর জাফর আপনাকে অগ্রিম ঈদ মোবারক,1
কুত্তার বাচ্চা,1
"বাটপার ধোন বিজ্ঞানী আপনি নিজের উঠোনে ট্রেঞ্চ খুঁড়ে লুকিয়ে থেকে যেভাবে  মুক্তিযোদ্ধা  সেজে মুক্তিযুদ্ধের গল্প শোনান...ঠিক বাংলাদেশের নির্বাচন আপনার ট্রেঞ্চের গল্পের মতো হয়েছে....আপনাদের মতো শিক্ষিত অমানুষ গুলা নেক্সট জেনারেশন কে ধ্বংস করছে.... আপনি দালাল আপনি বাটপার,আপনি বুদ্ধি বেশ্যা",1
তুই মাদারি এখনো বেচেঁ আছিস?  হালার পো,1
আমেরেইকা কি চোদাইতে গেছিলি মাদার চোদ,1
#শালারে গর্তে থাকতে হবে আবারও,1
বাড়া তুমি মরে গিয়ে কিভাবে ফেবু চালাচ্ছো।তুমি বাড়া নিশ্চয় ভূত বাড়া।,1
জাফরের অপর নাম লুচ্চা....,1
তুই জাফরবাল একটা রাজাকার,1
লুইচ্চা মাদার ফাকার তোর আসল রুপ পোলাপান বুঝতে শিখছে।,1
"ছাগুদের ম্যা ম্যা আওয়াজে চারপাশ ভারী হয়ে উঠেছে।  রাস্তাঘাটে চোদা খেয়ে,ছাগুদের প্রিয় স্থান এখন মানুষের কমেন্টসবক্স",1
জাফর স্যার আপনার নুনুর সাইজ কত?,1
দূর লুচ্ছা,1
বালের জাফর ইকবাল,1
ছি ! ছি ! ছি! দালাল কোথাকার !!,1
"খানকির পোলা চুতমারানীরা ১২১ কোটি টাকার যে ভাগ নিলি ফেসবুকে প্রচার করার জন্য,  শালারা কই তোরা !!  স্যারের পক্ষে কমেন্ট কর মাগীর পুতরা। চুতমারানী তুদের ২০০০ জনের নামেই আপার কাছে বিচার দিমু। টাকা খাস আবার কমেন্ট চুদাস না !",1
তুইতো হলে নাস্তিক আওয়ামী লীগের  দালাল,1
জাফর ইকবাল এর মত দালাল রাই বর্তমান যুগের রাজাকার,1
হালার পুত!!,1
"ভুস্কির পোলা কই আছিলি এতদিন,  এখনতো তোকে হড় হড় করে চুদে দিচ্ছে।",1
"শুয়োরের বাচ্চা, নুরু রাশেদের গগন বিদারি চিৎকার তোর কানে যায় না?",1
"গরীবচোদা, বর্বর, ফকিন্নিরবাচ্চা, মদ খাবি মানুষ হবি। মদ না খাইলে তোর উপত্যকা চুদি।।",1
"আচ্চা, আবালডা কি কমেন্টগুলো পড়ে নাহ...!!!",1
"ছাগল গুলা কাঠাল পাতা মনে করে, খাওয়ার জন্য এসে ভিড় জমিয়েছে... ছাগুর বাচ্চারা তুরা অার কবে মামনুষ হবে.???",1
কুত্তার অহেতুক ঘেউ ঘেউ। যেনো খোলা পায়খানা থেকে আহার নিচ্ছে স্বগোত্রীয় হয়ে।,1
জানোয়ার তুইতো দেশের সবচেয়ে বড় রাজাকার,1
খান্কির পোলাটাকে দালালীর জন্য দ্রুত নবেল দেবার জন্য আহবান জানাচ্ছি,1
"আহারে, শালার চ্যাটের বালটা বাঁচি আছে, চেতন হলো!",1
"আহা নির্লজ্জতা! আপনি শিক্ষক নন আপনি ধর্ষক।শিক্ষা,সাহিত্য,সংস্কৃতি,চেতনা,বিশ্বাস,মূল্যবোধ ক্রমাগত গণধর্ষিত হচ্ছে আপনার দূর্গন্ধযুক্ত লেখায়।   চাটুকারিতার বদহজমে আক্রান্ত নির্লজ্জতাও বুঝি লজ্জায় হড় হড় করে বমি করে দিয়েছে।ছি!  ছি!",1
ফকিন্নির পুতেরে একটা গালি দিতে ইচ্ছে করে!,1
মদ খা শূয়র।,1
"কিরে খানকির পোলা,,,",1
আপনি যতক্ষণ ছাগুদের সমর্থন না দেবেন ততক্ষণ পর্যন্ত ছাগুরা গু ছাড়া কিছু মুখে নেবে না বলে মানত করসে,1
"হালারপুত কুত্তার বাচ্চা, তুর গোফ গুলো টেনে ছিডে ফেলতে ইচ্ছে করে।।",1
নাস্তিক কুত্তাগুলা এই রকমই হয়।,1
হেডার হুত চার দিন পারে আইছে fb তে এতো দিন কৈই আছিলি মাদারটোস্ট,1
এরে সতানের বাইচ্চা দালাল কতুন বার অইছত তুই?,1
কমেন্ট বক্সে এত বাংপাকি বেজন্মা শিবির আহে কই থেকে?,1
"আপনি তো পুঙ্গার পোলা কিছুই জানেন না। হলিউড মুভি নিযা বই লেখো আবার সাক্ষাতকার চোদাও। বিদেশিরা যদি বলে বসে আপনার বইগুলা তো রিমেক করা,তখন তো তোর গোয়া শুকাই যাবে। সেজন্যই আর কি,বুঝিনা মনে করছস হ্লা",1
দালালী চুদানোর জায়গা পাইলি না,1
আপনার এই সুশীল কথা কেউ চুদে না স‍্যার,1
জাতীয় মির্র্জাফর,1
জুতা মার শালারে,1
বাইঞ্চু তুই তো বড় রাজাকার ছিলি। ১৯ বছরের যুক গর্তে লুকিয়ে কি রাজাকার দের মতো ধর্ষণ করতি,1
সালারপুত এত বড় করে লেখা লিখস কেন?পড়তে পড়তে মাথা ঘুরে মাটিতে পড়ে যদি মরে যাই তার দায় বার কি তুই নিবি বাইনচুদ।,1
"চাড়ালের বাচ্চা, জামাত যে আওয়ামীলীগ এর সাথে ছিল তা নিয়ে কিছু বললি না...?",1
চোদানির পুত তোরে এত বড় গল্প লিখতে কে বলছে? অর্ধেকটা পড়েই মুখে অসংখ গালি চলে আসলো।,1
ছাগুদের কমেন্ট পড়তে আসলাম। :p,1
এরে স্যার বলে কিসের জন্য এরে বুদ্ধি বেশ্যা বলা উচিত।,1
আমি ভুদাই দেখিনি কিন্তু জাফর ষাড়কে দেখেছি,1
একটা যৌক্তিক আন্দোলনকে ভিন্ন খাতে নিয়ে বিফল করার যে চেষ্টা করলেন তাতে আপনি সারাজীবন সাধারণ ছাত্রদের কাছে চুদির্ভাই হিসেবেই থাকবেন.. ওয়াক থু,1
"মাদার টোস্ট,ফেসবুকে বমি কইত্তে আইছ?",1
"কিরে নটির ছাওয়াল,তোর কি মানুষ হইতে ইচ্ছা করে না?",1
বদমায়েসের সুর কি!! 'অত্যন্ত মানবিক'। পা-চাটা কোথাকার।,1
দূর বোকাচুদা এত বড় স্ট্যাটাস দিসেন কেন? এত বড় স্ট্যাটাস পড়ার সময় নাই আমার।,1
"এসব আবালচোদা ষাড়রা আওয়ামী লীগের মধ্যে যুদ্ধ অপরাধী  খুঁজে পান না, একচোখা আওয়ামী আর ভারতীয়  দালালের বিচার হবে যদি সময় হয়।",1
শালার পুত তিনদিন পরে তোমার ঘুম ভাংছে। কয় কলকি খাইছিলা চুদিরভাই,1
কুকুরের মুখে গরুর ডাক মানায় না!!!,1
স্যার আমনের মেয়েরে চুতিয়া,1
হালারপুত মদ খা মানুষ হ!,1
আরে হারামজাদা! তুমি কত টাকা খাইছো???,1
খা নকির পোলা ষাড়,1
হালা সরকারের দালাল!!!  কোটা নিয়ে সাধারন শিক্ষার্থীর আন্দোলন তোর চোখে পড়ে না??এসব নিয়ে তো তোরে কিচ্ছু লিখতে দেখি নাই।,1
তোর সাউআ,1
তুই নাস্তিক,1
খবিস হয়ে গেছেন স্যার। বাচ্চা পোলাপান এর বমি দিয়ে গোসল কইরা আসেন স্যার।,1
ফকিন্নির পুত জাফুইরগা,1
নাস্তিকগুলি এমন ছাগু মার্কাই হয়?,1
"পাকিস্তান আমলেও অনেক বেশি ধর্ষণ হতো, স্যার জাফর ইকবাল ও ধর্ষণের ফসল।",1
মাদার চোদের বাচ্চা,1
আমি রাজাকার তবু তোমার মতো দালাল না,1
এই ছাগু গুলার কমেন্ট পরে আচ্ছামতো গালাগাল করতে মনে হয়। আবার মনে হয় কি হবে? গাধা পিটিয়ে তো আর মানুষ করা যায় না। যেমন যায় না বেশ্যাকে মিষ্টভাষী করা।,1
কমপ্লিট চুতিয়া।,1
জাতীয় বোকাচোদা,1
এই সাউয়ার বেটার পুটকি মারার প্রয়োজন!,1
স্যার কি তোরার মাইরে চুদছে??? খানকি মাগী চুদমারানির পোলা মাইয়ারা।,1
গাধার বাচ্চা জাফর ইকবাল,1
জারজ ও রাজাকারের বাচ্চারা লিখা না পড়েই কমেন্ট করা শুরু করছে। অশিক্ষিত ছাগলের কুলাঙ্গাররা উনি যে বিএনপির ইশতেহার রে ফেইল দিসে এটা নিয়ে কিছু বললি না খানকির বাচ্চারা।,1
৭১- এ গর্তের ভেতরে লুকিয়ে এখন যারা মুক্তিযুদ্ধের গল্প শোনায় তারা গর্তজীবী- গর্তযোদ্ধা।তাদের মুখে মহান মুক্তিযুদ্ধের কাল্পনিক গল্প শোনা বোকামী। তাদের কে স্যার বলে ডাকা ন্যাকামি। জাফর আর মীর জাফর এক গোয়ালের দুষ্ট বলদ।এরা বাঙালির জন্য ব্রিটিশ আমল থেকে বিপদজনক।,1
হালারপুরে জুতাদি ভাইরায়া হের মুছের গল্লা পালাইয়া দেওন দরকার।,1
তুই হইলি একটা দালাল ছাগল,1
"এই রকম ছাগলামী না করার চাইতে ঘুমান মিয়া, যতসব আতেল",1
কুতা,1
"কিরে তুই না, মরে গেল, একন আবার কই থাকি আইলে বেইনচুদ",1
দূর হ্লার পো,1
"শুয়োর এর বাচ্ছা জাফর ইকবাল,,।।",1
নায়ক নায়িকাদের দের প্রতি যুবকরা যে ভালোবাসা দেখায় সেই ভালোবাসা যদি আমাদের আলেমদের জন্য দেখাতো একটা আলেম ও জেলে থাকতে পারতো না,0
সাংবাদিক ভাইয়েরা আপনারা সবাই রাহুলের বাবার অধিকার ফিরিয়ে দেয়ার সাহায্য করুন,0
"এর পর হচ্ছে সে,",0
"এদের বিচার কি নেই, না এরা খুব ভালো, সাকিব কে আদালতে আনা হোক",0
"রাহুল খানের, ডি,এন, এ, পরীক্ষা করানো হোক।",0
রাহুলকে তার পিতার অধিকার দেওয়া হোক এবং শাকিব খানের সকল সম্পত্তিতে রাহুলকে অংশীদার করা হোক,0
একটা সন্তানের পিতার পরিচয় জানার দরকার আছে। এটাতার অধিকার। শাকিব যদি এই ছেলেকে স্বীকার না করে তাহলে দুজনের ডি এন এ টেস্ট করা উচিৎ।,0
বুবলির আগেই রাত্রি সাকিব নিয়ে অনেকবার বক্তব্য দিয়েছে।,0
সাকিবের সকল সম্পত্তি তার সন্তানের মাঝে ভাগ করা হোক।,0
সাকিব অনেকের সাথে এই কান্ড করতে পারে। সঠিকভাবে তদন্তে সব বের হবে।,0
"এই মহিলার ছেলেটাকে আমরা দেখতে চাই, এবং ডি এন এ টেস্ট করার জন্য অনুরোধ করছি।",0
আল্লাহ ছাড় দেয় কিন্তু ছেড়ে দেয় না। এগুলো থেকে শিক্ষা নেওয়া উচিৎ সকল শীল্পিদের। আল্লাহ তাদেরকে হেদায়েত দান করুন,0
আল্লাহ তায়ালা আমাদের সবাইকে হেফাজত দান করুন আমিন,0
ছি ছি এগুলো খুবই খারাপ লক্ষণ!,0
"শাকিব খানের নিরবতা সম্মতির লক্ষণ, তাই রাহুল ছেলেটার ডিএনএ শাকিব খানের ডি এন এর সাথে ম্যাচ করে কিনা প্রশাসনের সুষ্ঠু পদক্ষেপ কামনা করি,।",0
— কালেমা পড়তে পড়তে যেনো জীবনের,0
ওই মহিলার ছেলেকে ডিএনএ টেস্ট করা হোক আর না তাকে আইনের আওতায় এনে তারপর ডিএনএ টেস্ট করা হোক।,0
সামাজিক দায়বদ্ধতা থেকে হলেও প্রশাসনের এই বিষয়টিকে মাথায় নেওয়া উচিৎ।কারন অনেক ঘটনায় দেখেছি যেখানে অভিযোগ ছাড়াও প্রশাসন সামনে এসছে,0
কিছু মানুষ অবৈধভাবে সন্তান জন্ম দিয়ে সন্তানের জীবন নষ্ট করে।,0
"আমরা রাহুল খানের সৃকৃতি চাই,রাত্রি গরিব বলে তার সাথে এমন ব্যবহার হতে পারে না..",0
সাকিব কে আইনের আওতায় আনা হোক,0
সাকিব ভাই সত্যিকারের মুমিন ৷ নবির উম্মত ৷ আর ২ টা করলেই ইসলামের মান রাখা যায় ৷,0
"একজন হিরো, হিরোইনকে ভক্তরা ফলো করে, তাই একজন হিরোর উচিত সব সময় নৈতিক শিক্ষা দেওয়া।",0
"ঘটনা সত্যই হবে,,,কোন মা এই ভাবে বলতে পারে না,,,তবে বুজা যায় বিবাহ হয় নাই।।।",0
রাত্রির ছেলের ডিএনএ টেস্ট করা হোক,0
"আল হামদুলিল্লাহ্...প্রিয় ভিউয়ার্স আপনাদের ভালবাসায় ইসলামিক চ্যানেলটি এগিয়ে যাচ্ছে।আপনাদের একান্ত সাপোর্ট ও আল্লাহর রহমত নিয়ে অনেক দূর এগিয়ে যাবো ইনশা আল্লাহ্,,",0
"সাকিব খান ভাল খেলে,,",0
ইসলামী নীতি চালু থাকলে এই সব বাজে ঘটনার পুনরাবৃত্তি হতো না। এদের বিচারের আওতায় আনা হোক।,0
সাকিব খানের এই গুন/ প্রতিভাকে ব্যাবসায়িকভাবে ভাবলে ভালো সফলতা পাবে।,0
"সাকিব খান একসময়, সার্বজনীন বাবা হয়ে যাবে।",0
"ওর ছেলের ডিএনএ করিয়ে এই মহিলাকে আইনানুযায়ী ব্যবস্থা নেয়া দরকার,কি একটা বাজে অবস্থা শুরু হইছে",0
যেসব মহিলারা সন্তানের মা হতে পারছেন না তারা ডাক্তারের কাছে না গিয়ে ছাকিব খানের সাহচর্যে যেতে পারেন। নিশ্চিত মা হবেন,0
"তথা কথিত সুশীলরা কোথায়, শাকিব তাদের সমগোত্রীয় হওয়ায় কি সমালোচনা করা হচ্ছে না!!!",0
"একজন হিরোকে ভক্তরা ফলো করে, তাই একজন হিরোর উচিত সব সময় নৈতিক শিক্ষা দেওয়া।",0
সাংবাদিক ভাই আপনাদেরকে অনুরোধ করে বলছি আপনারা আরো ভালো করে সাকিবের সবকিছু তদন্ত করে দেখেন সাকিব আর কয়টা বিয়ে করছে আর সাকিব কয়টা সন্তানের বাবা হয়েছে,0
যদি কথাগুলো সত্যি হয় তাহলে শাকিব খানের বিচার হওয়া উচিত আর যদি না হয় তাহলে এসব কর্মকাণ্ড চলতে থাকবে।,0
সাকিব ভালো মানুষের বাচ্ছা না ওর বাবা কি এইসব দেখিতে পায় না বিয়ে ছাড়া মেয়ে দের নিয়ে এমন ঘটনা ঘটায়,0
আমার কত কষ্ট লাগছিল সেই কালো বোরকা পড়া মেয়েটা শাকিবের হাত ধরে চুমু খায় আর কান্না করে। আজ সেই কথায়? ধিক্কার জানাই তাকে।,0
হায়রে শাকিব হিরো আলম থেকে শুরু করে সকল শ্রেণীর মানুষই তোমাকে নিয়ে মজা নিতেছে বুঝলা না ভাই নিজের পায়ে নিজেই কুড়াল মারলা,0
এই ধর্ষককে এখনই আইনের আওতায় আনতে হবে।।।,0
এদের কেন শাস্তির ব্যবস্থা করতে পারেনা।,0
"একটা বিষয় খেয়াল করেছেন! সত্যকে সত্য আর মিথ্যাকে মিথ্যা বলার সাহস রাখলে,আত্মীয় স্বজন বন্ধু বান্ধব অনেক কমে যায়!",0
ওপেন লি জানালে তো আর নতুন মেয়ের সংগে ফূর্তি করতে পারবে না । এ জন্য সবসময় গোপন রাখা ভালো ।,0
তাহলে মামলা করে ডিএনএ টেষ্ট করলেই আসল ঘটনা বেরিয়ে আসবে। ধন্যবাদ।,0
আপনারা ভাল মানুষগূলো সাকিবকে মানুষের মতো মানুষ বানাতেপারেন নি। আপনাদের সূন্দর শান্তির সংসারজীবন। সাকিব কেন ব্যাতিক্রমী হল আপনাদের থেকে তো কিছু শিক্ষা নিতে পারতো।,0
সত্য কোনো দিন চাপা থাকে না ।,0
এদের কোন বিচার হবেনা,0
মহা নায়কের জয় হোক।,0
এই মহিলা সত্যি কথা বলছে। মিডিয়ার সামনে এসে এমন কথা বলতে সাহস লাগে। অনেক দিন আগে থেকে এই মহিলা একি কথা বলে যাচ্ছে .. অবশ্যই এটা মিথ্যা না।,0
খেলা দেয়ার সময় মনে থাকে না,0
"""ভোরের আলো""২০০৯ বিনোদন পাতায় প্রকাশিত হয়েছে।",0
ভাই ইডেন কলেজের ঘটনা কে ধামাচাপা দেওয়ার জন্য এই নাটক আপনারা ও এতো আগ্রহ নিয়ে প্রচার করছেন ডাল মে কোচ কালা হে,0
সে অনেক দিন ধরে বলতেছে সাকিব তার ছেলের বাবা।,0
বাবার অধিকার ফিরিয়ে দাও,0
"বাংলাদেশের কিছু কিছু মিডিয়ায়ও অনেক জঘন্য হয়ে গেছে ,আমার মনে হয়।",0
"সাকিবকে গ্রেফতার করা হোক জুরুরি ভিত্তিতে, তাকে আইনের আওতায় আনা হোক,যত তাড়াতাড়ি সম্ভব।",0
রাহুলকে সৃকৃতি দিতে হবে একমাএ মিডিয়া আপনারা পারেন এই কাজটা করতে,0
রাত্রির অভিযোগ যদি সত্যি হয় সম্মানের স্বার্থে এবং বাংলাদেশ চলচ্চিত্রের স্বার্থে এন এ টেস্ট করা হোক।। চলচ্চিত্র অঙ্গনের সংশ্লিষ্ট মহলের প্রতি আমার জোর দাবি জানাচ্ছি।,0
ঘটনা কি সত্য নাকি,0
পুলিশের উচিৎ প্রথম ছেলেটির ডিএনএ পরীক্ষা করা। এটা ছোট খাটো অপরাধ না।,0
মানে যে কেউ এসে বলবে আর আপনারা রিপোর্ট করবেন! নিউজের এতো অভাব দেশে!,0
কয়দিন পর শুনবেন মেয়ে ও হইছে।,0
ভালা কথা। সুন্দরবন মার্কা মধু,0
এখন আধুনিক চিকিৎসা আছে এখন ডিএনএ পরীক্ষা ওই সন্তানকে করা হোক শাকিব ও করা হোক এরপরে মিথ্যা হলেও ওই মহিলারও শাস্তি হোক,0
ভাই ছোট্ট বোনটার পাশে এসে একটু দারান কোরআন এবং গজলের ভিডিও বানাই।।।।,0
মুজা বাবুর ব্যাপারেও এমন রিপোর্ট চাই।,0
এটা আগের নিউজ।।।। ভাইরে কোনো নিউজ দেলে তারিখ উল্লেখ করেন,0
"আপনি ডি,এন, এ পরীক্ষা করতে পারেন যদি তার হয় তাহলে এর জন্য ক্ষতিপূরণ পেতে পারেন এরকম একটা আইন আছে।।।",0
এগুলোতো সুষ্ঠু তদন্ত করা হোক যদি যদ সঠিক প্রমাণিত হয় তাহলে শাকিব খানের বিরুদ্ধে কঠোর আইন গত ব্যবস্থা নেওয়া হোক,0
কেউকে ছাড় দেই নাই,0
ডি এন এ টেস্ট করে আসল পরিচয় নিশ্চিত করা হোক।,0
